Variable,Narrow_Phon_Definition_Binary,Narrow_Phon_Definition_Detailed,Broad_Phon_Definition_Binary,Broad_Phon_Definition_Detailed,Broad_Phon_Definition_MoreDetailed,Broad_Phon_Definition_Consonantal_Vocalic,Broad_Phon_Definition_Prosodic_Segmental,Area_in_WALS
WALS$63A Noun Phrase Conjunction,Grammar,Syntax,Grammar,Syntax,Syntax,Syntax,Syntax,Nominal Syntax
WALS$64A Nominal and Verbal Conjunction,Grammar,Syntax,Grammar,Syntax,Syntax,Syntax,Syntax,Nominal Syntax
WALS$65A Perfective/Imperfective Aspect,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,Verbal Categories
WALS$66A The Past Tense,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,Verbal Categories
WALS$67A The Future Tense,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,Verbal Categories
WALS$68A The Perfect,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,Verbal Categories
WALS$69A Position of Tense-Aspect Affixes,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,Verbal Categories
WALS$6A Uvular Consonants,Phonology,Phonology,Phonology,Phonology,Phonology,Consonantal,Segmental,Phonology
WALS$70A The Morphological Imperative,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,Verbal Categories
WALS$71A The Prohibitive,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,Verbal Categories
WALS$72A Imperative-Hortative Systems,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,Verbal Categories
WALS$73A The Optative,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,Verbal Categories
WALS$74A Situational Possibility,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,Verbal Categories
WALS$75A Epistemic Possibility,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,Verbal Categories
WALS$76A Overlap between Situational and Epistemic Modal Marking,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,Verbal Categories
WALS$77A Semantic Distinctions of Evidentiality,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,Verbal Categories
WALS$78A Coding of Evidentiality,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,Verbal Categories
WALS$79A Suppletion According to Tense and Aspect,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,Verbal Categories
WALS$7A Glottalized Consonants,Phonology,Phonology,Phonology,Phonology,Phonology,Consonantal,Segmental,Phonology
WALS$80A Verbal Number and Suppletion,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,Verbal Categories
WALS$82A Order of Subject and Verb,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,Word Order
WALS$83A Order of Object and Verb,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,Word Order
"WALS$84A Order of Object, Oblique, and Verb",Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,Word Order
WALS$85A Order of Adposition and Noun Phrase,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,Word Order
WALS$86A Order of Genitive and Noun,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,Word Order
WALS$87A Order of Adjective and Noun,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,Word Order
WALS$88A Order of Demonstrative and Noun,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,Word Order
WALS$89A Order of Numeral and Noun,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,Word Order
WALS$8A Lateral Consonants,Phonology,Phonology,Phonology,Phonology,Phonology,Consonantal,Segmental,Phonology
WALS$90A Order of Relative Clause and Noun,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,Word Order
WALS$91A Order of Degree Word and Adjective,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,Word Order
WALS$92A Position of Polar Question Particles,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,Word Order
WALS$93A Position of Interrogative Phrases in Content Questions,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,Word Order
WALS$94A Order of Adverbial Subordinator and Clause,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,Word Order
WALS$98A Alignment of Case Marking of Full Noun Phrases,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,Simple Clauses
WALS$99A Alignment of Case Marking of Pronouns,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,Simple Clauses
WALS$9A The Velar Nasal,Phonology,Phonology,Phonology,Phonology,Phonology,Consonantal,Segmental,Phonology
WALS$ActionNominals,Grammar,Syntax,Grammar,Syntax,Syntax,Syntax,Syntax,
WALS$ActionNominals.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$AdjNounOrder,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,
WALS$AdpOrder,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,
WALS$AdpOrder.binned3,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,
WALS$Adpositions.Presence,Grammar,Syntax,Grammar,Syntax,Syntax,Syntax,Syntax,
WALS$AdpPersonMarking,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$AdpPersonMarking.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$AdvSubordinatorPosition,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,
WALS$AgrAvsO.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$Antipassive.Presence,Grammar,Syntax,Grammar,Syntax,Syntax,Syntax,Syntax,
WALS$Applicative.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$ApplicativeObject,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$AssociativePlural.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$AssocPlural.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$Case.n,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$CaseMarking.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$CaseMarkingConsistent.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$CaseMarkingPosition.v2,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$CaseMarkingTypes.v1,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$CaseMarkingTypes.v2,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$CasePosition.v1,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$CaseSyncretism.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$CaseSyncretismExtent,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$ConjunctionsUniversalQuantDiff.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$ContentQPhrasesPosition,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,
WALS$DedicatedProhibitive.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$DefiniteMarking.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$DegWordAdjOrder,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,
WALS$DemNounOrder,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,
WALS$DemPersonProRelated.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$DemProAdnominalDistinction.Presence,Grammar,Syntax,Grammar,Syntax,Syntax,Syntax,Syntax,
WALS$DistributiveNumerals.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$DistributiveNumeralsMarking,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$EpistPossibilityExpression,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$EvidentialityCoding,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$FixedStress.binned,Phonology,Phonology,Phonology,Phonology,Phonology,Phonology,Prosodic,
WALS$FixedStress.Presence,Phonology,Phonology,Phonology,Phonology,Phonology,Phonology,Prosodic,
WALS$FixedStressLocations,Phonology,Phonology,Phonology,Phonology,Phonology,Phonology,Prosodic,
WALS$FrontRndV.Presence,Phonology,Phonology,Phonology,Phonology,Phonology,Vocalic,Segmental,
WALS$FrontRndV.Types,Phonology,Phonology,Phonology,Phonology,Phonology,Vocalic,Segmental,
WALS$GenAdjRelDifferentiation,Grammar,Syntax,Grammar,Syntax,Syntax,Syntax,Syntax,
WALS$Gender.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$GenderBasis.v1,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$GenderBasis.v2,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$GenNOrder,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,
WALS$Give.Alignment,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$GlottalizedC.Presence,Phonology,Phonology,Phonology,Phonology,Phonology,Consonantal,Segmental,
WALS$GrammaticalizedDefiniteArticle.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$GrammaticalizedDefiniteWord.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$GrammEvidentials.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$HeadlessAdjMarking.Required,Grammar,Syntax,Grammar,Syntax,Syntax,Syntax,Syntax,
WALS$HumanPluralOblig,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$IndefiniteArticle.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$IndepSubjPro.Presence,Grammar,Syntax,Grammar,Syntax,Syntax,Syntax,Syntax,
WALS$InflAffixPositions,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$InitialVelarNasal.Presence,Phonology,Phonology,Phonology,Phonology,Phonology,Consonantal,Segmental,
WALS$LateralC.Distribution,Phonology,Phonology,Phonology,Phonology,Phonology,Consonantal,Segmental,
WALS$Laterals.Presence,Phonology,Phonology,Phonology,Phonology,Phonology,Consonantal,Segmental,
WALS$M-TPro.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$MorpImperative.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$N-MPro.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$NegationSymmetry,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$NegationType,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$NominalPlural.Distribution,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$NominalPlural.Presence.v1,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$NominalPlural.Presence.v2,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$NonIconicReciprocal.Presence,Grammar,Syntax,Grammar,Syntax,Syntax,Syntax,Syntax,
WALS$NonperiphrasticCausative.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$NPAvsOCase.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$NPCaseAlignment.v1,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$NPCaseAlignment.v2,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$NumClassifiers.Presence,Grammar,Syntax,Grammar,Syntax,Syntax,Syntax,Syntax,
WALS$NumeralBases,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$NumNounOrder,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,
WALS$ObligatoryNumClassifiers.Presence,Grammar,Syntax,Grammar,Syntax,Syntax,Syntax,Syntax,
WALS$ObligatorySubjectPro.Presence,Grammar,Syntax,Grammar,Syntax,Syntax,Syntax,Syntax,
WALS$Ordinals,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$OverlapSitEpistMarking,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$OVOblOrder,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,
WALS$OVOrder,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,
WALS$PastTense.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$PastTenseDist,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$Perfect.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$Perfect.Types.v1,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$Perfect.Types.v2,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$PerfectTypes,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$PolarQParticlePosition,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,
WALS$PossAffixes.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$PossAffixesPosition,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$PredAdjCoding,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$PredNegAndNegIndef.v1,Grammar,Syntax,Grammar,Syntax,Syntax,Syntax,Syntax,
WALS$PredNegAndNegIndef.v2,Grammar,Syntax,Grammar,Syntax,Syntax,Syntax,Syntax,
WALS$ProAlignment,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$ProAvsOCase.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$ProGender.Distribution,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$ProGender.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$ProhibitiveAsImperative,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$ProInclExclDistinction.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$ProPluralAffixes,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$ProPluralCoding,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$ProPluralCoding.binned3,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$ProPolitenessDistinction.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$ProStemCat,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$QvsDeclDistinction.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$Reduplication.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$Reduplication.Types,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$RelativeClausePosition,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,
WALS$RhythmicStress.binned2,Phonology,Phonology,Phonology,Phonology,Phonology,Phonology,Prosodic,
WALS$RhythmicStress.Presence,Phonology,Phonology,Phonology,Phonology,Phonology,Phonology,Prosodic,
WALS$SitPossibilityAffix.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$SOOrder,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,
WALS$SpecialC.Presence,Phonology,Phonology,Phonology,Phonology,Phonology,Consonantal,Segmental,
WALS$SubjectProExpression,Grammar,Syntax,Grammar,Syntax,Syntax,Syntax,Syntax,
WALS$SuppletionTenseAspect,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$SVOrder,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,
WALS$TAInfl.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$TenseAspectSuppletion.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$Tone.Presence,Phonology,Phonology,Phonology,Phonology,Phonology,Phonology,Prosodic,
WALS$ToneComplexity,Phonology,Phonology,Phonology,Phonology,Phonology,Phonology,Prosodic,
WALS$Uvular.Distribution,Phonology,Phonology,Phonology,Phonology,Phonology,Consonantal,Segmental,
WALS$Uvulars.Presence,Phonology,Phonology,Phonology,Phonology,Phonology,Consonantal,Segmental,
WALS$VAgr.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$VAgr3.zero.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$VAgrA.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$VAgrAlignment,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$VAgrOrder,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$VAgrP.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$VAgrPolypersonal.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$VAgrPolypersonal.Presence.v2,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$VAgrS.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$VAgrType,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$VelarNasal.Presence,Phonology,Phonology,Phonology,Phonology,Phonology,Consonantal,Segmental,
WALS$VerbalNumberSuppletion.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$VerbFinalFreeOrder,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,
WALS$VerbFinalOrder,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,
WALS$VerbMedialOrder,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,
WALS$VInclExclDistinction.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
WALS$VInitialOrder,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,
WALS$VoicingC.Distribution,Phonology,Phonology,Phonology,Phonology,Phonology,Consonantal,Segmental,
WALS$VoicingC.Presence,Phonology,Phonology,Phonology,Phonology,Phonology,Consonantal,Segmental,
WALS$VSubjAgr.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$VSubjAgrSyncretism.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
WALS$WantCoding,Grammar,Syntax,Grammar,Syntax,Syntax,Syntax,Syntax,
WALS$WantCodingHeadedness,Grammar,Syntax,Grammar,Syntax,Syntax,Syntax,Syntax,
WALS$WantCodingSubjects,Grammar,Syntax,Grammar,Syntax,Syntax,Syntax,Syntax,
WALS$WordOrderStrict,Grammar,Syntax,Grammar,Syntax,SyntaxOrder,SyntaxOrder,SyntaxOrder,
